objectid,settlementId,settlementNameHeb,settlementNameEng,streetCode,streetNameHeb,streetNameEng,houseNum,floorNo,assetArea,dealAmount,dealId,propertyTypeDescription,dealNatureDescription,assetRoomNum,neighborhood,dealDate,gushNum,parcelNum,subParcelNum,polygonId,sourceorder,E,N,X,Y
1340840,597,פלמחים,,,,,,ראשונה,24,139000,9661234632,בנין,תעשיה,0,,2014-12-08T00:00:00.000Z,5274,11,1,5274-11,1,34.708372,31.932884,172546.28,648983.47
1171231,8300,ראשון לציון,,,,,,,1,2345000,10335539508,קרקע,תעשיה,0,,2023-01-15T00:00:00.000Z,3947,3,1,3947-3,1,34.74109,31.973261,175659.4,653447.14
1171232,8300,ראשון לציון,,,,,,,1,1947000,10334827104,קרקע,תעשיה,0,,2023-01-04T00:00:00.000Z,3947,3,2,3947-3,1,34.74109,31.973261,175659.4,653447.14
711272,8300,ראשון לציון,,,,,,ראשונה,1,902000,10253017152,דירה,דירה בבית קומות,1,שער הים,2022-01-05T00:00:00.000Z,2710,31,1,2710-31,1,34.734385,32.000747,175038.87,656497.78
1317266,8300,ראשון לציון,,,,,,,78,671000,8740014360,דירה,דירה בבית קומות,4,נווה חוף,2004-02-19T00:00:00.000Z,5037,31,1,5037-31,1,34.739527,31.996255,175522.62,655997.56
2057464,6200,בת ים,,,,,,,537,27063000,5906756400,קרקע,מגורים,0,דרום-מערב,2018-05-27T00:00:00.000Z,7138,174,1,7138-174,1,34.738951,32.01437,175476.84,658006.57
2059754,6200,בת ים,,,,,,שבע עשרה,50,724000,5102195400,דירה,,2,דרום-מערב,2002-03-04T00:00:00.000Z,7139,255,1,7139-255,1,34.739099,32.01876,175492.92,658493.32
1170109,8300,ראשון לציון,,,,,,,342,111000,10009791456,קרקע,ללא תיכנון,0,,2019-04-11T00:00:00.000Z,3946,361,1,3946-361,1,34.751276,31.971916,176621.59,653293.91
2035520,6200,בת ים,Bat Yam,62000607,העמל,Ha'Amal,12,ראשונה,1686,86000000,5662369050,בנין,משרד,,אזור תעשיה,2013-12-15T00:00:00.000Z,7122,87,2,52247627,1,34.745088,32.005724,176052.59,657045.33
2035519,6200,בת ים,Bat Yam,62000607,העמל,Ha'Amal,12,ראשונה,1,57999000,5611263150,בנין,מלאכה,,אזור תעשיה,2012-10-23T00:00:00.000Z,7122,87,1,52247627,1,34.745088,32.005724,176052.59,657045.33
2035742,6200,בת ים,Bat Yam,62000607,העמל,Ha'Amal,7,,330,7300000,6154534900,בנין,משרד,,אזור תעשיה,2023-03-30T00:00:00.000Z,7123,123,3,52476028,2,34.744519,32.007201,175999.52,657209.35
2035476,6200,בת ים,BAT YAM,62000607,העמל,Ha'Amal,10,שניה,1,300000,6115155000,בנין,משרד,,אזור תעשיה,2022-11-08T00:00:00.000Z,7122,58,11,52535844,2,34.744724,32.006584,176018.6,657140.84
2035761,6200,בת ים,BAT YAM,62000607,העמל,Ha'Amal,19,ראשונה,426,710000,5861160300,בנין,מלאכה,,אזור תעשיה,2017-08-30T00:00:00.000Z,7123,155,1,52204796,2,34.747977,32.005816,176325.62,657054.38
2035741,6200,בת ים,Bat Yam,62000607,העמל,Ha'Amal,7,,330,1000000,5811743650,בנין,תעשיה,,אזור תעשיה,2016-10-20T00:00:00.000Z,7123,123,2,52476028,2,34.744519,32.007201,175999.52,657209.35
2035740,6200,בת ים,Bat Yam,62000607,העמל,Ha'Amal,7,,330,2900000,5810844400,בנין,תעשיה,,אזור תעשיה,2016-08-15T00:00:00.000Z,7123,123,1,52476028,2,34.744519,32.007201,175999.52,657209.35
2035762,6200,בת ים,BAT YAM,62000607,העמל,Ha'Amal,19,ראשונה,217,1325000,5758145050,בנין,מלאכה,,אזור תעשיה,2015-07-01T00:00:00.000Z,7123,155,2,52204796,2,34.747977,32.005816,176325.62,657054.38
2036039,6200,בת ים,Bat Yam,62000607,העמל,Ha'Amal,15,,1,27999000,5650744000,בנין,מלאכה,,אזור תעשיה,2012-12-12T00:00:00.000Z,7123,204,1,53335824,2,34.746156,32.00672,176153.97,657155.35
2035484,6200,בת ים,BAT YAM,62000607,העמל,Ha'Amal,10,ראשונה,93,410000,5601226700,בנין,תעשיה,,אזור תעשיה,2012-02-09T00:00:00.000Z,7122,58,7,52535844,2,34.744724,32.006584,176018.6,657140.84
2035478,6200,בת ים,BAT YAM,62000607,העמל,Ha'Amal,10,שניה,151,626000,5601225000,בנין,תעשיה,,אזור תעשיה,2012-02-09T00:00:00.000Z,7122,58,12,52535844,2,34.744724,32.006584,176018.6,657140.84
2035475,6200,בת ים,BAT YAM,62000607,העמל,Ha'Amal,10,שניה,304,900000,5558445500,בנין,מלאכה,,אזור תעשיה,2011-08-04T00:00:00.000Z,7122,58,10,52535844,2,34.744724,32.006584,176018.6,657140.84
2035477,6200,בת ים,BAT YAM,62000607,העמל,Ha'Amal,10,שניה,90,230000,5509820850,בנין,תעשיה,,אזור תעשיה,2010-09-06T00:00:00.000Z,7122,58,11,52535844,2,34.744724,32.006584,176018.6,657140.84
2035481,6200,בת ים,BAT YAM,62000607,העמל,Ha'Amal,10,ראשונה,59,150000,5507355650,בנין,משרד,,אזור תעשיה,2010-07-08T00:00:00.000Z,7122,58,5,52535844,2,34.744724,32.006584,176018.6,657140.84
2035750,6200,בת ים,Bat Yam,62000607,העמל,Ha'Amal,3,,766,2590000,5506270800,בנין,תעשיה,,אזור תעשיה,2010-05-03T00:00:00.000Z,7123,133,0,53294386,2,34.744096,32.00735,175959.63,657226.04
2035471,6200,בת ים,Bat Yam,62000607,העמל,Ha'Amal,4,,863,3799000,5502345050,בנין,תעשיה,,אזור תעשיה,2010-01-18T00:00:00.000Z,7122,49,1,52264711,2,34.743391,32.007157,175892.92,657204.92
2035482,6200,בת ים,BAT YAM,62000607,העמל,Ha'Amal,10,ראשונה,59,124000,5458531950,בנין,תעשיה,,אזור תעשיה,2009-07-27T00:00:00.000Z,7122,58,5,52535844,2,34.744724,32.006584,176018.6,657140.84
2035739,6200,בת ים,Bat Yam,62000607,העמל,Ha'Amal,11,,1000,2344000,5203052450,בנין,תעשיה,,אזור תעשיה,2004-03-24T00:00:00.000Z,7123,121,1,65414396,2,34.744852,32.007089,176030.94,657196.79
2035480,6200,בת ים,BAT YAM,62000607,העמל,Ha'Amal,10,קרקע,72,414000,5201710100,בנין,מחסנים,,אזור תעשיה,2004-01-13T00:00:00.000Z,7122,58,4,52535844,2,34.744724,32.006584,176018.6,657140.84
2035749,6200,בת ים,Bat Yam,62000607,העמל,Ha'Amal,5,,635,1793000,5152565700,בנין,תעשיה,,אזור תעשיה,2003-05-08T00:00:00.000Z,7123,132,1,52258621,2,34.744329,32.007271,175981.6,657217.18
2035474,6200,בת ים,BAT YAM,62000607,העמל,Ha'Amal,10,קרקע,235,1014000,5152607400,בנין,מחסנים,,אזור תעשיה,2003-03-12T00:00:00.000Z,7122,58,1,52535844,2,34.744724,32.006584,176018.6,657140.84
2033292,6200,בת ים,Bat Yam,62000606,האורגים,Ha'Orgim,12,רביעית,60,300000,6260481750,דירה,דירה בבית קומות,3,אזור תעשיה,2025-07-13T00:00:00.000Z,7120,69,32,53415955,1,34.744707,32.009728,176018.48,657489.49
2033285,6200,בת ים,Bat Yam,62000606,האורגים,Ha'Orgim,12,שניה,55,1760000,6258837500,דירה,דירה בבית קומות,3,אזור תעשיה,2025-06-30T00:00:00.000Z,7120,69,19,53415955,1,34.744707,32.009728,176018.48,657489.49
2033294,6200,בת ים,Bat Yam,62000606,האורגים,Ha'Orgim,12,ראשונה,25,87000,6105713350,בנין,משרד,,אזור תעשיה,2022-03-29T00:00:00.000Z,7120,69,4,53415955,1,34.744707,32.009728,176018.48,657489.49
2033296,6200,בת ים,Bat Yam,62000606,האורגים,Ha'Orgim,12,ראשונה,25,495000,6065117500,בנין,חנות,,אזור תעשיה,2021-08-12T00:00:00.000Z,7120,69,8,53415955,1,34.744707,32.009728,176018.48,657489.49
2033283,6200,בת ים,Bat Yam,62000606,האורגים,Ha'Orgim,12,שלישית,50,1230000,6053250750,דירה,דירה בבית קומות,3,אזור תעשיה,2021-02-24T00:00:00.000Z,7120,69,14,53415955,1,34.744707,32.009728,176018.48,657489.49
2033287,6200,בת ים,Bat Yam,62000606,האורגים,Ha'Orgim,12,שניה,66,994000,5964611250,דירה,דירה בבית קומות,3,אזור תעשיה,2019-12-10T00:00:00.000Z,7120,69,20,53415955,1,34.744707,32.009728,176018.48,657489.49
2033286,6200,בת ים,Bat Yam,62000606,האורגים,Ha'Orgim,12,ראשונה,25,300000,5754289850,בנין,חנות,,אזור תעשיה,2015-02-24T00:00:00.000Z,7120,69,2,53415955,1,34.744707,32.009728,176018.48,657489.49
2033284,6200,בת ים,Bat Yam,62000606,האורגים,Ha'Orgim,12,חמישית,65,388000,5754344300,דירה,דירה בבית קומות,3,אזור תעשיה,2014-12-15T00:00:00.000Z,7120,69,18,53415955,1,34.744707,32.009728,176018.48,657489.49
2033291,6200,בת ים,Bat Yam,62000606,האורגים,Ha'Orgim,12,רביעית,49,650000,5502431700,דירה,דירה בבית קומות,3,אזור תעשיה,2010-03-01T00:00:00.000Z,7120,69,31,53415955,1,34.744707,32.009728,176018.48,657489.49
2033282,6200,בת ים,Bat Yam,62000606,האורגים,Ha'Orgim,12,שניה,65,119000,5501661500,דירה,דירה בבית קומות,3,אזור תעשיה,2010-01-26T00:00:00.000Z,7120,69,12,53415955,1,34.744707,32.009728,176018.48,657489.49
2033293,6200,בת ים,Bat Yam,62000606,האורגים,Ha'Orgim,12,שלישית,49,570000,5453441250,דירה,דירה בבית קומות,3,אזור תעשיה,2009-04-20T00:00:00.000Z,7120,69,38,53415955,1,34.744707,32.009728,176018.48,657489.49
2033289,6200,בת ים,Bat Yam,62000606,האורגים,Ha'Orgim,12,חמישית,65,132000,5355817600,דירה,דירה בבית קומות,3,אזור תעשיה,2007-06-19T00:00:00.000Z,7120,69,26,53415955,1,34.744707,32.009728,176018.48,657489.49
2033290,6200,בת ים,Bat Yam,62000606,האורגים,Ha'Orgim,12,שלישית,49,342000,5305009550,דירה,דירה בבית קומות,3,אזור תעשיה,2006-05-24T00:00:00.000Z,7120,69,30,53415955,1,34.744707,32.009728,176018.48,657489.49
2033295,6200,בת ים,Bat Yam,62000606,האורגים,Ha'Orgim,12,ראשונה,25,157000,5150116650,בנין,,,אזור תעשיה,2002-12-02T00:00:00.000Z,7120,69,5,53415955,1,34.744707,32.009728,176018.48,657489.49
2033288,6200,בת ים,Bat Yam,62000606,האורגים,Ha'Orgim,12,שלישית,65,410000,5050423200,דירה,,3,אזור תעשיה,2001-01-17T00:00:00.000Z,7120,69,22,53415955,1,34.744707,32.009728,176018.48,657489.49
2033137,6200,בת ים,Bat Yam,62000606,האורגים,Ha'Orgim,2,רביעית,59,1500000,6260404500,דירה,דירה בבית קומות,2,אזור תעשיה,2025-07-06T00:00:00.000Z,7120,55,27,52278502,2,34.745883,32.01089,176130.14,657617.87
2031004,6200,בת ים,BAT YAM,62000606,האורגים,Ha'Orgim,24,שביעית,84,1754000,6254000500,בנין,משרד,,אזור תעשיה,2025-02-24T00:00:00.000Z,7120,131,0,53329731,2,34.743421,32.008119,175896.21,657311.58
2033144,6200,בת ים,Bat Yam,62000606,האורגים,Ha'Orgim,2,שניה,45,200000,6253708950,דירה,דירה בבית קומות,2,אזור תעשיה,2025-02-23T00:00:00.000Z,7120,55,9,52278502,2,34.745883,32.01089,176130.14,657617.87
2033261,6200,בת ים,Bat Yam,62000606,האורגים,Ha'Orgim,8,קרקע,93,2560000,6250293400,דירה,דירה בבית קומות,4,אזור תעשיה,2024-12-30T00:00:00.000Z,7120,67,16,53099378,2,34.745128,32.010043,176058.41,657524.25
2033242,6200,בת ים,Bat Yam,62000606,האורגים,Ha'Orgim,6,חמישית,86,2039000,6212819450,דירה,דירה בבית קומות,4,אזור תעשיה,2024-10-14T00:00:00.000Z,7120,66,47,52502766,2,34.745367,32.010478,176081.19,657572.39
2033139,6200,בת ים,Bat Yam,62000606,האורגים,Ha'Orgim,2,רביעית,41,1490000,6212677150,דירה,דירה בבית קומות,2.5,אזור תעשיה,2024-10-13T00:00:00.000Z,7120,55,28,52278502,2,34.745883,32.01089,176130.14,657617.87
2031023,6200,בת ים,BAT YAM,62000606,האורגים,Ha'Orgim,24,רביעית,58,1800000,6210131150,דירה,דירה בבית קומות,3,אזור תעשיה,2024-07-30T00:00:00.000Z,7120,131,29,53329731,2,34.743421,32.008119,175896.21,657311.58
2033275,6200,בת ים,Bat Yam,62000606,האורגים,Ha'Orgim,10,רביעית,72,2080000,6204514550,דירה,דירה בבית קומות,3,אזור תעשיה,2024-04-01T00:00:00.000Z,7120,68,14,52571789,2,34.744967,32.009821,176043.09,657499.7
2031022,6200,בת ים,BAT YAM,62000606,האורגים,Ha'Orgim,24,שלישית,62,2050000,6203176900,דירה,דירה בבית קומות,3,אזור תעשיה,2024-03-21T00:00:00.000Z,7120,131,28,53329731,2,34.743421,32.008119,175896.21,657311.58
2033243,6200,בת ים,Bat Yam,62000606,האורגים,Ha'Orgim,6,שישית,85,2200000,6203398800,דירה,דירה בבית קומות,4,אזור תעשיה,2024-02-29T00:00:00.000Z,7120,66,49,52502766,2,34.745367,32.010478,176081.19,657572.39
2033345,6200,בת ים,Bat Yam,62000606,האורגים,Ha'Orgim,16,שישית,88,2200000,6202000350,דירה,דירה בבית קומות,4,אזור תעשיה,2024-02-19T00:00:00.000Z,7120,76,31,52470326,2,34.744266,32.008972,175976.45,657405.83
2033143,6200,בת ים,Bat Yam,62000606,האורגים,Ha'Orgim,2,ראשונה,45,1368600,6200015800,דירה,דירה בבית קומות,2,אזור תעשיה,2023-12-18T00:00:00.000Z,7120,55,7,52278502,2,34.745883,32.01089,176130.14,657617.87
2033158,6200,בת ים,Bat Yam,62000606,האורגים,Ha'Orgim,4,רביעית,64,1411000,6160028900,דירה,דירה בבית קומות,2,אזור תעשיה,2023-09-10T00:00:00.000Z,7120,56,22,53301486,2,34.745621,32.010642,176105.27,657590.48
2033344,6200,בת ים,Bat Yam,62000606,האורגים,Ha'Orgim,16,חמישית,103,2330000,6160179000,דירה,דירה בבית קומות,5,אזור תעשיה,2023-08-22T00:00:00.000Z,7120,76,30,52470326,2,34.744266,32.008972,175976.45,657405.83
2033246,6200,בת ים,Bat Yam,62000606,האורגים,Ha'Orgim,6,שביעית,115,2400000,6153488350,דירה,דירה בבית קומות,5,אזור תעשיה,2023-03-12T00:00:00.000Z,7120,66,50,52502766,2,34.745367,32.010478,176081.19,657572.39
2033343,6200,בת ים,Bat Yam,62000606,האורגים,Ha'Orgim,16,שביעית,91,2975000,6115478900,דירה,דירה בבית קומות,4,אזור תעשיה,2022-11-16T00:00:00.000Z,7120,76,29,52470326,2,34.744266,32.008972,175976.45,657405.83
2033247,6200,בת ים,Bat Yam,62000606,האורגים,Ha'Orgim,6,שמינית,91,2320000,6116654950,דירה,דירה בבית קומות,4,אזור תעשיה,2022-11-09T00:00:00.000Z,7120,66,51,52502766,2,34.745367,32.010478,176081.19,657572.39
2033164,6200,בת ים,Bat Yam,62000606,האורגים,Ha'Orgim,4,רביעית,59,1555000,6114989750,דירה,דירה בבית קומות,2,אזור תעשיה,2022-11-02T00:00:00.000Z,7120,56,28,53301486,2,34.745621,32.010642,176105.27,657590.48
2033260,6200,בת ים,Bat Yam,62000606,האורגים,Ha'Orgim,8,קרקע,99,2180000,6109370600,דירה,דירה בבית קומות,4,אזור תעשיה,2022-06-29T00:00:00.000Z,7120,67,16,53099378,2,34.745128,32.010043,176058.41,657524.25
2033367,6200,בת ים,Bat Yam,62000606,האורגים,Ha'Orgim,18,שניה,77,1720000,6107606750,דירה,דירה בבית קומות,4,אזור תעשיה,2022-05-18T00:00:00.000Z,7120,77,8,52207414,2,34.744082,32.008775,175958.98,657384.06
2033120,6200,בת ים,Bat Yam,62000606,האורגים,Ha'Orgim,2,שניה,41,1385000,6107088250,דירה,דירה בבית קומות,2,אזור תעשיה,2022-05-04T00:00:00.000Z,7120,55,12,52278502,2,34.745883,32.01089,176130.14,657617.87
2031015,6200,בת ים,BAT YAM,62000606,האורגים,Ha'Orgim,24,שניה,77,1830000,6105726550,דירה,דירה בבית קומות,3,אזור תעשיה,2022-04-06T00:00:00.000Z,7120,131,24,53329731,2,34.743421,32.008119,175896.21,657311.58
2031018,6200,בת ים,BAT YAM,62000606,האורגים,Ha'Orgim,24,שלישית,77,1830002,11346383648,,,3,אזור תעשיה,2022-04-05T00:00:00.000Z,7120,131,26,53329731,2,34.743421,32.008119,175896.21,657311.58
2031026,6200,בת ים,BAT YAM,62000606,האורגים,Ha'Orgim,24,רביעית,100,2200004,11346383649,,,3,אזור תעשיה,2022-04-05T00:00:00.000Z,7120,131,30,53329731,2,34.743421,32.008119,175896.21,657311.58
2033145,6200,בת ים,Bat Yam,62000606,האורגים,Ha'Orgim,4,ראשונה,77,1375000,6102428600,דירה,דירה בבית קומות,2,אזור תעשיה,2022-02-08T00:00:00.000Z,7120,56,1,53301486,2,34.745621,32.010642,176105.27,657590.48
2031014,6200,בת ים,BAT YAM,62000606,האורגים,Ha'Orgim,24,שניה,77,1740000,11346383647,,,3,אזור תעשיה,2021-12-28T00:00:00.000Z,7120,131,24,53329731,2,34.743421,32.008119,175896.21,657311.58
2033278,6200,בת ים,Bat Yam,62000606,האורגים,Ha'Orgim,10,שניה,72,1480000,6069166750,דירה,דירה בבית קומות,3,אזור תעשיה,2021-11-09T00:00:00.000Z,7120,68,3,52571789,2,34.744967,32.009821,176043.09,657499.7
2033256,6200,בת ים,Bat Yam,62000606,האורגים,Ha'Orgim,8,רביעית,91,1730000,11346383974,,,3,אזור תעשיה,2021-09-13T00:00:00.000Z,7120,67,13,53099378,2,34.745128,32.010043,176058.41,657524.25
2033258,6200,בת ים,Bat Yam,62000606,האורגים,Ha'Orgim,8,רביעית,72,1590000,6064546800,דירה,דירה בבית קומות,3,אזור תעשיה,2021-08-26T00:00:00.000Z,7120,67,14,53099378,2,34.745128,32.010043,176058.41,657524.25
2033273,6200,בת ים,Bat Yam,62000606,האורגים,Ha'Orgim,10,רביעית,100,1950000,11346383978,,,4,אזור תעשיה,2021-08-21T00:00:00.000Z,7120,68,13,52571789,2,34.744967,32.009821,176043.09,657499.7
2033127,6200,בת ים,Bat Yam,62000606,האורגים,Ha'Orgim,2,ראשונה,50,1200000,6062174850,דירה,דירה בבית קומות,2,אזור תעשיה,2021-07-08T00:00:00.000Z,7120,55,2,52278502,2,34.745883,32.01089,176130.14,657617.87
2033269,6200,בת ים,Bat Yam,62000606,האורגים,Ha'Orgim,10,רביעית,93,1950000,11346383977,,,4,אזור תעשיה,2021-06-23T00:00:00.000Z,7120,68,11,52571789,2,34.744967,32.009821,176043.09,657499.7
2033268,6200,בת ים,Bat Yam,62000606,האורגים,Ha'Orgim,10,שלישית,73,2125000,11346383976,,,3,אזור תעשיה,2021-06-01T00:00:00.000Z,7120,68,10,52571789,2,34.744967,32.009821,176043.09,657499.7
2033342,6200,בת ים,Bat Yam,62000606,האורגים,Ha'Orgim,16,רביעית,97,2100000,6057184450,דירה,דירה בבית קומות,4,אזור תעשיה,2021-05-02T00:00:00.000Z,7120,76,28,52470326,2,34.744266,32.008972,175976.45,657405.83
2033163,6200,בת ים,Bat Yam,62000606,האורגים,Ha'Orgim,4,רביעית,59,1060000,6056919500,דירה,דירה בבית קומות,2,אזור תעשיה,2021-04-26T00:00:00.000Z,7120,56,28,53301486,2,34.745621,32.010642,176105.27,657590.48
2033281,6200,בת ים,Bat Yam,62000606,האורגים,Ha'Orgim,10,שלישית,72,2000000,11346383981,דירה,דירה,3,אזור תעשיה,2021-04-21T00:00:00.000Z,7120,68,9,52571789,2,34.744967,32.009821,176043.09,657499.7
2033264,6200,בת ים,Bat Yam,62000606,האורגים,Ha'Orgim,8,שניה,91,1799000,6056741450,דירה,דירה בבית קומות,3,אזור תעשיה,2021-04-06T00:00:00.000Z,7120,67,6,53099378,2,34.745128,32.010043,176058.41,657524.25
2033280,6200,בת ים,Bat Yam,62000606,האורגים,Ha'Orgim,10,שלישית,91,1799000,11346383980,דירה,דירה,4,אזור תעשיה,2021-04-05T00:00:00.000Z,7120,68,8,52571789,2,34.744967,32.009821,176043.09,657499.7
2033147,6200,בת ים,Bat Yam,62000606,האורגים,Ha'Orgim,4,שניה,84,1100000,6055620550,דירה,דירה בבית קומות,2,אזור תעשיה,2021-03-08T00:00:00.000Z,7120,56,13,53301486,2,34.745621,32.010642,176105.27,657590.48
2033358,6200,בת ים,Bat Yam,62000606,האורגים,Ha'Orgim,18,"שלישית ,רביעית וחמישית",135,2530000,6052894850,דירה,דירה בבית קומות,5,אזור תעשיה,2021-02-01T00:00:00.000Z,7120,77,10,52207414,2,34.744082,32.008775,175958.98,657384.06
2033364,6200,בת ים,Bat Yam,62000606,האורגים,Ha'Orgim,18,ראשונה,64,670000,6054836950,דירה,דירה בבית קומות,3,אזור תעשיה,2021-01-04T00:00:00.000Z,7120,77,3,52207414,2,34.744082,32.008775,175958.98,657384.06
2033248,6200,בת ים,Bat Yam,62000606,האורגים,Ha'Orgim,6,שמינית,90,2600000,6013522100,דירה,דירה בבית קומות,4,אזור תעשיה,2020-12-30T00:00:00.000Z,7120,66,52,52502766,2,34.745367,32.010478,176081.19,657572.39
2033142,6200,בת ים,Bat Yam,62000606,האורגים,Ha'Orgim,2,ראשונה,42,600000,6005480800,דירה,דירה בבית קומות,2.5,אזור תעשיה,2020-04-27T00:00:00.000Z,7120,55,4,52278502,2,34.745883,32.01089,176130.14,657617.87
2033279,6200,בת ים,Bat Yam,62000606,האורגים,Ha'Orgim,10,שלישית,98,1760000,11346383979,דירה,דירה,4,אזור תעשיה,2020-03-28T00:00:00.000Z,7120,68,7,52571789,2,34.744967,32.009821,176043.09,657499.7
2033141,6200,בת ים,Bat Yam,62000606,האורגים,Ha'Orgim,2,רביעית,47,1200000,6003404650,דירה,דירה בבית קומות,2,אזור תעשיה,2020-03-08T00:00:00.000Z,7120,55,31,52278502,2,34.745883,32.01089,176130.14,657617.87
2031021,6200,בת ים,BAT YAM,62000606,האורגים,Ha'Orgim,24,שלישית,72,1340000,6002295050,דירה,דירה בבית קומות,3,אזור תעשיה,2020-02-17T00:00:00.000Z,7120,131,28,53329731,2,34.743421,32.008119,175896.21,657311.58
2033265,6200,בת ים,Bat Yam,62000606,האורגים,Ha'Orgim,8,שלישית,52,1330000,5963451650,דירה,דירה בבית קומות,3,אזור תעשיה,2019-10-31T00:00:00.000Z,7120,67,8,53099378,2,34.745128,32.010043,176058.41,657524.25
2031029,6200,בת ים,BAT YAM,62000606,האורגים,Ha'Orgim,24,שניה,58,580000,5957538050,דירה,דירה בבית קומות,3,אזור תעשיה,2019-06-03T00:00:00.000Z,7120,131,6,53329731,2,34.743421,32.008119,175896.21,657311.58
2033249,6200,בת ים,Bat Yam,62000606,האורגים,Ha'Orgim,6,שביעית,120,2300000,5954319750,דירה,דירה בבית קומות,5,אזור תעשיה,2019-04-17T00:00:00.000Z,7120,66,53,52502766,2,34.745367,32.010478,176081.19,657572.39
2033267,6200,בת ים,Bat Yam,62000606,האורגים,Ha'Orgim,8,שלישית,93,2600000,11346383975,דירה,דירה,3,אזור תעשיה,2018-11-27T00:00:00.000Z,7120,67,9,53099378,2,34.745128,32.010043,176058.41,657524.25
2033341,6200,בת ים,Bat Yam,62000606,האורגים,Ha'Orgim,16,שביעית,89,2179000,5912545050,דירה,דירה בבית קומות,4,אזור תעשיה,2018-10-24T00:00:00.000Z,7120,76,27,52470326,2,34.744266,32.008972,175976.45,657405.83
2033359,6200,בת ים,Bat Yam,62000606,האורגים,Ha'Orgim,18,"שלישית ,רביעית וחמישית",135,2450000,5911207650,דירה,דירה בבית קומות,5,אזור תעשיה,2018-09-06T00:00:00.000Z,7120,77,10,52207414,2,34.744082,32.008775,175958.98,657384.06
2033129,6200,בת ים,Bat Yam,62000606,האורגים,Ha'Orgim,2,שלישית,42,1300000,5909229450,דירה,דירה בבית קומות,2,אזור תעשיה,2018-08-07T00:00:00.000Z,7120,55,20,52278502,2,34.745883,32.01089,176130.14,657617.87
2033255,6200,בת ים,Bat Yam,62000606,האורגים,Ha'Orgim,8,רביעית,76,473000,5910078650,דירה,דירה בבית קומות,3,אזור תעשיה,2018-08-01T00:00:00.000Z,7120,67,11,53099378,2,34.745128,32.010043,176058.41,657524.25
2033124,6200,בת ים,Bat Yam,62000606,האורגים,Ha'Orgim,2,שניה,39,1200000,5903732850,דירה,דירה בבית קומות,2,אזור תעשיה,2018-02-25T00:00:00.000Z,7120,55,16,52278502,2,34.745883,32.01089,176130.14,657617.87
2033240,6200,בת ים,Bat Yam,62000606,האורגים,Ha'Orgim,6,שביעית,120,2500000,5863988000,דירה,דירה בבית קומות,5,אזור תעשיה,2017-11-28T00:00:00.000Z,7120,66,37,52502766,2,34.745367,32.010478,176081.19,657572.39
2031017,6200,בת ים,BAT YAM,62000606,האורגים,Ha'Orgim,24,שלישית,72,1320000,5862872200,דירה,דירה בבית קומות,2.5,אזור תעשיה,2017-11-09T00:00:00.000Z,7120,131,25,53329731,2,34.743421,32.008119,175896.21,657311.58
2031006,6200,בת ים,BAT YAM,62000606,האורגים,Ha'Orgim,24,שלישית,58,1250000,5862003450,דירה,דירה בבית קומות,3,אזור תעשיה,2017-10-02T00:00:00.000Z,7120,131,10,53329731,2,34.743421,32.008119,175896.21,657311.58
2033326,6200,בת ים,Bat Yam,62000606,האורגים,Ha'Orgim,16,ראשונה,100,1500000,5860155850,דירה,דירה בבית קומות,3,אזור תעשיה,2017-08-08T00:00:00.000Z,7120,76,1,52470326,2,34.744266,32.008972,175976.45,657405.83
2033119,6200,בת ים,Bat Yam,62000606,האורגים,Ha'Orgim,2,שניה,45,1000000,5858016250,דירה,דירה בבית קומות,2.5,אזור תעשיה,2017-06-27T00:00:00.000Z,7120,55,10,52278502,2,34.745883,32.01089,176130.14,657617.87
2033140,6200,בת ים,Bat Yam,62000606,האורגים,Ha'Orgim,2,רביעית,41,1050000,5855463200,דירה,דירה בבית קומות,2.5,אזור תעשיה,2017-05-18T00:00:00.000Z,7120,55,28,52278502,2,34.745883,32.01089,176130.14,657617.87
2033346,6200,בת ים,Bat Yam,62000606,האורגים,Ha'Orgim,16,חמישית,105,1750000,5855648050,דירה,דירה בבית קומות,5,אזור תעשיה,2017-05-11T00:00:00.000Z,7120,76,32,52470326,2,34.744266,32.008972,175976.45,657405.83
2033340,6200,בת ים,Bat Yam,62000606,האורגים,Ha'Orgim,16,חמישית,103,1799000,5853961400,דירה,דירה בבית קומות,5,אזור תעשיה,2017-03-06T00:00:00.000Z,7120,76,24,52470326,2,34.744266,32.008972,175976.45,657405.83
2033250,6200,בת ים,Bat Yam,62000606,האורגים,Ha'Orgim,6,שביעית,127,3300000,5853240400,דירה,דירה בבית קומות,5,אזור תעשיה,2017-02-21T00:00:00.000Z,7120,66,54,52502766,2,34.745367,32.010478,176081.19,657572.39
2033347,6200,בת ים,Bat Yam,62000606,האורגים,Ha'Orgim,16,שישית,88,1720000,5813285550,דירה,דירה בבית קומות,4,אזור תעשיה,2016-11-30T00:00:00.000Z,7120,76,33,52470326,2,34.744266,32.008972,175976.45,657405.83
2033348,6200,בת ים,Bat Yam,62000606,האורגים,Ha'Orgim,16,שביעית,39,616000,5812053400,דירה,דירה בבית קומות,3,אזור תעשיה,2016-11-03T00:00:00.000Z,7120,76,34,52470326,2,34.744266,32.008972,175976.45,657405.83
